,A,B,C,D,E,S
2600,1.26,20.29,5.09,3.27,6.28,1270.04
2601,3.72,14.67,4.89,9.74,7.87,4376.03
2602,2.82,9.94,5.8,21.52,3.18,3229.12
2603,4.79,22.74,5.02,15.28,4.82,4674.08
2604,4.64,4.75,4.66,18.16,5.14,2576.62
2605,1.17,22.32,5.66,3.99,5.79,3826.55
2606,2.59,24.2,4.5,6.09,2.35,3784.12
2607,4.47,19.93,5.92,15.1,7.66,2246.86
2608,3.15,18.45,5.06,8.25,3.5,2097.35
2609,2.35,4.5,4.18,12.95,2.78,2098.45
2610,4.53,28.0,5.48,14.58,5.0,1651.13
2611,1.36,15.14,5.99,1.46,8.4,4022.08
2612,2.26,20.06,4.81,4.14,3.79,3830.11
2613,3.29,12.16,4.57,18.17,8.1,666.14
2614,1.12,14.84,5.91,5.83,5.31,3072.71
2615,1.87,27.5,5.59,4.08,5.07,1255.76
2616,4.82,26.21,5.28,12.16,3.53,4767.41
2617,2.7,4.12,4.49,19.72,6.47,2852.37
2618,1.89,13.13,4.94,22.4,6.11,2784.35
2619,3.35,18.42,5.53,2.74,8.27,2847.26
2620,1.79,6.87,5.43,10.16,5.36,2187.75
2621,1.92,24.56,5.92,3.1,6.24,3898.51
2622,4.76,17.05,4.41,5.51,3.71,3859.45
2623,1.7,12.56,5.82,19.46,6.51,4768.39
2624,1.45,6.25,4.15,12.74,8.49,2044.13
2625,2.44,29.81,4.23,4.9,3.38,1911.43
2626,1.8,8.06,5.32,20.42,7.85,3415.24
2627,2.82,8.75,5.65,9.04,6.31,3807.79
2628,3.64,24.8,5.64,7.85,8.74,1239.74
2629,1.41,9.57,5.32,12.72,4.27,2573.76
2630,4.63,13.58,4.57,2.51,7.95,1842.99
2631,4.57,9.6,5.38,20.19,7.88,1951.6
2632,1.71,26.82,5.58,2.91,4.27,2922.23
2633,2.7,28.83,4.64,20.13,4.37,732.03
2634,1.67,22.14,4.34,17.65,5.65,2540.51
2635,2.25,17.23,4.4,14.62,8.47,4560.81
2636,1.95,28.78,4.04,20.12,2.38,1980.86
2637,4.43,16.54,5.05,18.55,6.7,3837.48
2638,4.72,4.29,5.19,17.75,5.02,1955.52
2639,4.95,18.15,4.43,17.96,7.29,1180.36
2640,3.21,14.03,4.91,22.19,8.63,4502.03
2641,3.06,18.76,4.05,4.97,5.22,1709.64
2642,2.39,24.61,4.63,21.33,7.99,761.17
2643,3.74,16.45,5.85,19.27,6.76,1687.58
2644,1.26,5.66,5.4,1.8,4.34,3012.34
2645,1.29,27.79,5.02,16.13,7.73,2127.07
2646,1.82,6.53,5.27,3.31,8.08,4095.75
2647,3.53,21.33,5.06,18.35,6.48,762.95
2648,3.92,25.82,4.74,8.49,2.68,3553.31
2649,4.6,17.32,5.57,4.08,3.04,1658.92
2650,2.02,4.02,4.16,13.03,2.0,2444.2
2651,1.45,6.91,4.57,10.8,5.92,4481.1
2652,2.76,29.5,5.34,17.13,6.95,1058.83
2653,3.75,11.3,5.37,3.18,8.96,805.11
2654,1.07,24.36,5.03,11.88,3.91,1076.91
2655,1.12,14.14,4.5,14.69,5.68,3611.09
2656,1.78,23.41,4.41,6.42,6.48,2587.54
2657,2.54,9.07,5.09,2.24,3.57,3887.31
2658,2.42,20.28,4.14,21.12,5.52,4166.46
2659,4.35,5.9,5.68,13.02,6.14,1214.57
2660,2.32,13.4,5.0,12.52,3.71,4363.81
2661,3.18,28.67,5.94,4.01,3.46,4548.79
2662,3.16,14.25,4.08,9.29,2.03,1139.22
2663,4.56,15.63,5.07,7.2,5.19,3464.55
2664,4.95,7.44,5.16,20.04,2.11,3819.05
2665,2.63,10.59,5.86,14.11,3.53,3888.51
2666,4.92,7.03,4.91,1.33,3.15,3766.1
2667,1.83,20.06,4.72,1.7,6.04,3243.62
2668,2.58,18.34,4.82,11.82,6.14,3126.97
2669,4.08,23.02,5.14,2.82,4.24,1785.13
2670,1.4,25.65,5.49,13.06,4.66,1316.26
2671,2.72,17.48,4.33,17.01,3.95,1377.41
2672,4.35,12.92,5.04,12.43,6.15,2074.57
2673,1.7,9.99,5.04,18.78,2.93,4236.74
2674,2.87,4.66,4.44,21.67,4.18,1182.33
2675,4.55,29.23,4.52,13.52,3.62,3762.37
2676,4.9,27.26,5.5,12.44,2.83,4157.57
2677,1.04,2.14,4.15,21.41,2.9,3970.42
2678,3.02,15.85,5.19,2.3,2.2,2595.29
2679,1.04,29.09,5.02,16.37,8.2,4413.92
2680,4.53,5.66,4.51,5.55,2.35,4698.74
2681,4.42,25.15,5.71,19.57,3.1,1303.81
2682,4.16,13.2,4.4,19.49,3.62,3062.46
2683,3.3,22.06,4.45,2.78,3.31,4106.68
2684,3.55,29.34,5.01,2.17,4.82,1695.11
2685,1.87,27.08,4.41,3.84,3.25,1775.1
2686,1.92,17.3,4.21,17.51,2.13,1478.98
2687,1.51,14.82,5.94,2.71,2.73,1270.05
2688,3.21,18.64,4.33,6.99,6.31,4626.34
2689,4.86,24.73,4.34,13.88,3.67,3089.06
2690,4.23,23.47,4.63,12.52,4.67,3945.33
2691,4.69,14.05,4.86,6.29,6.9,4725.89
2692,1.64,17.57,4.48,16.87,6.51,1153.83
2693,1.91,10.86,5.92,21.63,2.68,2919.95
2694,4.4,19.68,5.02,13.52,3.94,2345.73
2695,1.76,22.77,5.14,10.03,8.41,3661.13
2696,3.63,26.07,5.46,8.3,8.93,4377.1
2697,3.47,27.53,5.8,6.83,7.14,877.22
2698,2.05,10.78,4.08,1.41,5.35,4826.76
2699,4.83,10.99,4.42,11.28,6.96,4316.3
2700,4.96,11.23,5.78,12.74,8.88,4999.46
2701,2.07,21.76,5.86,2.64,2.27,1420.94
2702,3.64,22.94,5.48,2.54,3.27,988.38
2703,2.55,16.36,5.81,5.6,6.28,789.46
2704,4.41,18.92,5.73,18.13,5.29,4203.85
2705,2.81,13.61,4.78,7.04,7.19,523.93
2706,3.65,22.15,5.97,12.01,4.9,4533.42
2707,3.58,24.81,5.04,8.47,7.17,3486.31
2708,1.66,10.94,4.04,7.43,4.32,3939.82
2709,2.68,27.79,4.68,15.43,6.22,4729.71
2710,3.73,12.48,4.61,4.12,2.71,3401.53
2711,3.25,29.76,4.5,6.98,3.63,4569.2
2712,1.03,18.11,5.44,12.16,7.66,2692.51
2713,1.63,13.82,4.4,15.7,6.14,1244.45
2714,1.2,6.11,4.76,7.38,5.66,3442.52
2715,2.7,20.04,5.15,8.4,3.35,4168.52
2716,4.6,24.86,4.63,10.45,2.87,4570.28
2717,2.7,21.68,5.7,1.1,2.59,532.86
2718,4.79,7.99,5.02,19.67,2.49,2424.35
2719,4.61,21.63,5.16,15.9,8.44,4485.89
2720,2.04,16.7,4.55,21.22,4.33,1260.71
2721,1.98,5.1,4.87,6.05,2.52,2240.47
2722,4.92,19.57,4.18,3.13,4.97,1373.34
2723,3.98,11.82,5.29,13.96,4.77,832.38
2724,1.69,11.88,4.4,19.72,2.88,4674.09
2725,2.65,23.0,5.69,5.01,4.5,3605.76
2726,2.05,29.98,4.41,3.92,7.71,2731.87
2727,1.71,9.42,4.17,13.05,6.13,4655.99
2728,1.03,22.78,5.51,11.57,5.24,3778.12
2729,3.42,16.3,5.16,1.69,2.22,1959.49
2730,2.1,12.8,4.13,14.83,4.26,4110.98
2731,4.86,9.59,5.56,13.13,5.71,2469.11
2732,4.41,3.05,5.53,17.07,7.98,1595.53
2733,2.84,10.65,5.93,11.42,2.4,1859.78
2734,2.04,15.48,5.19,6.88,7.51,2614.56
2735,3.7,23.32,5.08,9.55,8.12,1490.04
2736,2.0,23.72,4.81,4.15,2.68,4938.2
2737,3.59,13.56,5.64,9.52,5.65,940.22
2738,1.96,5.73,4.2,15.93,2.96,3233.23
2739,4.37,8.81,5.66,9.7,6.53,2423.21
2740,4.02,24.95,4.45,9.05,8.95,2311.97
2741,4.73,2.34,5.5,16.73,7.79,589.13
2742,2.71,18.38,4.18,15.85,8.69,3355.19
2743,1.79,14.02,4.43,3.86,8.42,2920.75
2744,2.0,26.79,5.38,17.07,7.96,2270.37
2745,1.65,5.39,5.07,21.41,3.73,4858.94
2746,2.5,28.08,5.25,15.56,6.84,538.32
2747,5.0,21.4,4.79,22.05,8.45,3346.34
2748,1.27,8.58,5.81,14.01,8.13,4958.46
2749,3.43,14.49,4.79,22.38,8.13,4562.42
2750,1.29,14.09,5.9,5.46,5.05,4684.46
2751,3.89,5.54,4.01,3.18,7.18,2026.08
2752,4.62,3.58,5.11,11.7,4.06,1328.56
2753,2.93,26.68,5.66,9.37,5.46,2377.12
2754,2.25,12.86,5.69,18.91,6.23,1402.22
2755,3.62,28.94,4.68,19.34,6.85,4385.76
2756,3.73,12.08,4.42,20.74,8.74,763.66
2757,3.01,23.9,5.25,10.64,8.8,1511.51
2758,4.58,22.63,4.71,5.27,6.78,3179.2
2759,4.98,21.7,5.38,21.91,5.3,1480.7
2760,3.11,25.22,4.39,15.91,5.65,4417.75
2761,4.0,16.49,5.3,8.57,8.86,897.54
2762,1.08,6.73,4.7,20.57,4.23,1993.95
2763,2.64,28.97,5.38,20.22,6.03,3144.15
2764,3.63,19.79,5.17,7.31,2.91,3400.07
2765,4.95,22.39,4.95,16.87,6.56,3041.32
2766,3.71,12.18,4.94,10.84,8.02,3645.02
2767,4.35,12.25,5.82,21.34,7.89,4646.23
2768,4.88,3.22,5.74,9.21,4.3,656.74
2769,2.48,13.33,5.34,15.22,8.93,2532.79
2770,3.34,3.69,4.75,16.99,7.49,3753.54
2771,4.3,14.01,4.95,5.11,6.1,1564.46
2772,3.4,17.44,4.37,3.09,2.25,1333.87
2773,2.93,26.48,5.81,22.11,3.4,2947.02
2774,1.43,2.75,5.31,5.91,2.96,4845.81
2775,2.27,15.37,4.63,10.53,7.45,2605.81
2776,1.42,29.54,5.77,18.32,2.63,2042.52
2777,4.63,20.45,4.98,17.53,2.96,1554.83
2778,2.2,23.02,4.58,6.24,3.31,4822.85
2779,3.72,5.79,4.19,13.42,6.53,3319.78
2780,1.2,10.62,4.52,9.3,6.18,4632.71
2781,4.94,12.38,5.71,15.64,8.85,2538.29
2782,1.02,29.65,4.38,14.25,8.53,2916.84
2783,2.58,26.88,4.32,20.27,8.62,4412.73
2784,4.3,15.06,5.07,12.56,7.9,3788.23
2785,4.79,7.87,5.58,10.2,6.0,3190.9
2786,1.6,2.9,4.12,9.42,3.28,3853.45
2787,2.0,27.78,4.23,17.58,6.72,4798.23
2788,1.25,25.23,4.2,9.06,5.49,4038.23
2789,2.31,15.93,5.55,21.97,5.31,3203.87
2790,3.16,27.92,4.04,4.85,3.57,3749.51
2791,4.55,21.11,5.39,18.25,2.62,901.76
2792,1.98,11.67,4.79,12.19,4.96,3156.98
2793,2.99,29.83,5.76,13.93,4.98,4175.63
2794,1.01,21.31,4.75,2.24,7.92,3348.3
2795,4.88,7.99,4.85,18.81,7.55,4802.61
2796,2.74,23.2,5.42,2.35,2.85,1244.32
2797,4.02,17.44,4.53,2.46,3.66,1826.45
2798,4.74,7.51,4.82,20.33,8.81,3958.25
2799,3.65,6.88,4.21,19.52,6.6,3319.53
2800,3.04,21.94,4.12,2.95,7.47,4982.7
2801,4.33,24.72,5.35,13.75,2.24,1006.9
2802,2.52,13.57,4.78,13.1,4.62,1973.18
2803,3.45,23.01,4.33,5.58,4.11,4356.15
2804,4.81,2.87,4.01,15.23,2.88,4874.83
2805,1.77,18.79,4.32,18.92,4.61,2534.71
2806,3.59,10.05,4.16,5.97,8.85,864.81
2807,2.93,10.41,5.14,14.42,7.92,3952.38
2808,4.68,20.98,5.08,4.24,2.31,2904.3
2809,3.63,14.26,5.9,17.94,3.56,675.53
2810,2.18,26.87,4.88,13.78,4.88,2877.76
2811,4.22,13.52,4.95,3.8,8.87,2947.94
2812,1.39,18.46,5.92,17.19,2.36,2381.91
2813,2.68,10.54,5.22,5.58,3.96,1812.3
2814,2.42,7.2,4.99,16.19,2.52,1930.71
2815,2.02,29.35,5.56,3.53,8.0,4464.63
2816,4.09,4.72,4.19,14.8,7.18,2035.27
2817,3.37,5.68,5.04,3.53,6.59,1275.47
2818,4.97,18.95,5.67,15.53,2.9,4997.94
2819,3.55,15.37,4.16,22.48,4.98,2451.91
2820,3.64,5.18,4.19,11.55,2.43,1682.27
2821,3.92,9.63,5.18,10.15,4.85,1229.36
2822,4.95,6.72,4.22,12.79,3.57,3147.28
2823,4.78,12.64,4.75,3.89,3.84,3216.54
2824,4.19,10.01,4.56,21.64,8.72,3401.29
2825,1.98,17.02,4.26,9.65,4.72,3349.35
2826,1.22,24.4,5.59,14.92,8.75,646.83
2827,4.82,6.79,4.22,19.44,4.55,1320.25
2828,2.25,10.12,5.91,14.58,3.83,1081.33
2829,1.33,6.29,4.91,12.04,7.37,1538.45
2830,3.01,25.26,5.86,14.63,6.87,1547.18
2831,3.93,4.3,5.06,13.07,3.4,3941.5
2832,4.93,7.88,4.21,18.08,6.64,4856.39
2833,2.65,14.39,4.92,17.14,7.91,2146.51
2834,2.0,19.92,4.52,12.72,2.9,1543.81
2835,2.03,10.65,5.78,18.41,8.02,2038.5
2836,1.64,19.78,5.15,15.62,7.94,1359.71
2837,2.12,10.17,5.87,8.44,2.88,1508.58
2838,3.6,17.37,5.17,16.02,8.44,2750.61
2839,1.6,28.14,4.91,11.97,7.29,625.72
2840,2.47,3.1,4.42,6.67,5.98,3497.29
2841,1.53,10.41,4.93,16.04,4.19,929.51
2842,4.67,22.22,4.29,9.03,7.08,1413.36
2843,3.69,19.01,5.1,14.25,7.86,2105.25
2844,4.48,23.89,5.84,16.6,4.18,4124.55
2845,2.88,23.53,5.2,7.27,5.32,4691.61
2846,3.28,3.82,5.51,22.15,4.07,1761.06
2847,1.89,10.38,4.79,2.67,2.18,3227.57
2848,1.46,25.06,4.99,22.91,8.14,1739.33
2849,2.99,16.39,5.65,19.83,4.57,4846.82
2850,1.98,28.83,4.86,22.27,4.77,3961.51
2851,3.69,4.08,5.63,12.85,5.67,2175.06
2852,1.2,15.61,4.78,8.22,6.48,1051.26
2853,2.46,21.02,4.95,10.61,6.6,4220.05
2854,3.66,22.99,4.46,6.33,3.62,3147.01
2855,1.57,9.06,4.35,7.59,5.56,3923.66
2856,2.42,26.96,4.45,5.99,4.05,3409.31
2857,2.5,2.84,4.95,2.84,4.53,4225.37
2858,4.16,3.05,4.31,11.71,7.25,2543.01
2859,2.08,16.37,4.08,19.17,8.01,2852.15
2860,3.71,25.03,5.62,12.59,2.09,2983.99
2861,3.39,19.26,5.14,22.76,8.64,4563.85
2862,2.37,2.16,4.21,19.48,6.63,1483.47
2863,1.29,17.91,5.69,13.68,7.01,3352.88
2864,4.9,16.51,4.3,3.97,2.13,4942.56
2865,2.92,15.0,4.78,8.23,5.75,1092.89
2866,3.16,28.89,5.31,11.31,4.02,4195.48
2867,3.3,24.94,4.91,21.48,2.31,3736.8
2868,1.02,10.83,5.85,4.15,8.88,3972.46
2869,4.82,15.67,5.58,21.49,7.94,4276.36
2870,4.87,24.18,4.48,14.79,6.5,2224.48
2871,2.43,20.6,4.53,2.5,4.6,510.03
2872,3.56,27.22,5.4,1.19,5.49,1901.01
2873,1.64,28.33,5.17,10.51,4.77,3320.7
2874,2.04,10.16,5.5,14.33,6.76,4412.15
2875,3.22,9.61,4.54,8.84,6.66,1810.6
2876,1.17,20.01,4.09,21.04,3.18,2095.81
2877,2.69,27.42,5.51,12.42,3.76,4013.31
2878,1.68,15.52,5.78,13.9,8.11,916.93
2879,2.29,22.73,5.79,13.18,5.33,2439.38
2880,2.16,17.44,5.32,7.39,2.17,4112.59
2881,1.43,12.67,4.54,10.29,5.69,2321.99
2882,1.09,13.66,4.58,22.51,7.03,2309.73
2883,3.32,17.53,5.75,6.79,2.18,4317.38
2884,2.65,11.55,5.3,20.29,8.44,2485.87
2885,1.11,26.6,4.71,17.14,7.09,4401.19
2886,3.06,18.82,5.72,22.14,6.84,3864.84
2887,1.13,24.14,5.56,3.4,7.11,2927.34
2888,3.93,16.6,4.31,3.79,4.54,2345.14
2889,2.97,21.23,4.37,6.5,2.51,3850.58
2890,4.99,13.29,4.75,3.61,4.97,2646.14
2891,3.95,14.55,5.29,17.56,2.53,4696.32
2892,1.6,3.57,4.67,6.29,7.5,1434.87
2893,3.58,17.5,5.61,21.19,7.84,4138.21
2894,2.87,7.14,4.03,5.76,3.44,4327.04
2895,4.25,4.51,4.03,13.42,7.74,4648.27
2896,2.19,6.05,4.89,11.67,3.62,4238.04
2897,3.1,29.25,5.41,9.93,5.05,4971.49
2898,4.54,23.08,5.29,6.2,7.51,4768.67
2899,4.38,12.34,4.33,11.05,5.3,4609.62
2900,1.75,6.66,4.16,2.93,7.12,3904.21
2901,3.72,7.12,5.72,13.51,5.98,1931.46
2902,2.53,2.46,5.41,10.59,8.47,1556.82
2903,1.73,9.2,4.96,12.58,4.33,4127.86
2904,3.71,9.27,4.77,4.73,5.25,553.33
2905,2.75,20.25,5.7,12.9,5.23,3528.01
2906,3.12,16.93,4.73,18.26,8.0,3738.01
2907,3.48,22.64,4.24,7.59,3.32,2473.67
2908,1.53,2.81,4.23,6.5,8.97,3459.52
2909,3.92,5.9,5.84,10.55,7.77,3262.27
2910,2.57,7.91,5.89,15.3,7.26,4612.49
2911,3.55,24.3,4.07,6.06,4.19,2766.95
2912,1.16,11.98,5.44,11.35,4.69,829.51
2913,2.57,15.6,4.51,3.02,2.1,3772.73
2914,4.4,24.17,4.32,9.65,5.58,3288.49
2915,2.78,24.64,4.84,7.55,4.11,3103.8
2916,4.92,11.96,5.98,11.36,4.45,2446.75
2917,4.79,19.93,5.9,9.22,4.55,3797.74
2918,1.26,10.56,4.42,8.04,8.27,1706.75
2919,4.49,15.29,4.44,16.26,7.54,1603.71
2920,3.96,17.38,5.39,1.73,9.0,4080.48
2921,4.41,29.11,4.31,6.59,3.4,4406.32
2922,3.82,21.6,5.12,9.65,2.89,1900.28
2923,3.68,21.79,5.62,21.41,8.32,2116.9
2924,2.22,16.44,4.74,8.45,3.27,647.7
2925,2.25,22.89,5.86,14.0,2.91,3126.53
2926,1.0,8.78,4.33,19.21,3.16,1693.31
2927,3.5,4.16,5.45,9.12,8.99,4368.2
2928,3.21,28.12,4.01,20.18,2.58,4150.56
2929,1.1,24.9,5.65,15.58,3.48,1486.93
2930,4.37,29.15,4.43,8.6,3.12,2872.4
2931,2.76,7.52,4.53,3.94,5.8,1572.87
2932,2.65,21.44,5.52,4.43,3.33,1638.36
2933,3.18,21.77,4.38,14.18,3.99,4001.92
2934,1.73,15.57,5.69,20.18,7.79,3822.71
2935,3.79,17.56,4.68,3.3,2.75,3747.38
2936,4.76,23.46,4.21,12.12,8.9,4310.33
2937,4.81,5.85,4.68,19.76,6.11,2561.02
2938,2.72,11.97,5.89,21.23,4.71,943.37
2939,2.74,28.68,5.08,17.18,5.39,1562.77
2940,2.9,25.69,5.17,9.81,6.85,1925.81
2941,1.25,2.67,4.39,6.3,8.28,3428.21
2942,3.56,28.28,4.39,1.44,7.68,2864.67
2943,1.17,18.44,4.22,9.28,2.64,3291.45
2944,2.53,18.15,4.86,21.7,4.79,3184.92
2945,4.5,26.67,5.21,15.54,8.9,4408.86
2946,1.19,6.28,4.34,17.41,8.55,1640.13
2947,1.34,28.38,4.47,19.23,6.91,3732.37
2948,3.46,16.59,4.27,6.39,5.86,1201.15
2949,1.57,6.73,4.21,9.57,4.26,2225.01
2950,3.2,10.99,5.44,15.41,4.15,1984.3
2951,4.32,27.29,5.19,4.29,6.36,756.19
2952,4.89,9.98,4.37,13.69,4.06,1721.78
2953,4.11,22.76,4.85,2.66,5.28,4120.6
2954,3.55,11.75,5.34,8.12,5.22,2990.91
2955,1.99,4.63,4.62,14.53,3.04,4182.48
2956,1.53,14.52,5.38,18.73,5.18,1908.34
2957,2.55,6.82,4.59,6.62,5.52,2005.29
2958,1.3,28.83,4.95,4.68,2.36,4000.73
2959,4.14,2.51,5.41,17.12,4.57,3440.17
2960,2.96,11.28,5.74,15.39,5.95,679.78
2961,2.09,7.72,4.41,21.48,7.66,1767.6
2962,1.76,23.36,4.3,18.87,5.07,3047.25
2963,3.4,13.62,4.99,22.43,7.91,1871.85
2964,2.0,25.64,5.42,2.74,3.74,3294.65
2965,3.68,25.74,4.15,10.42,2.84,2082.09
2966,1.61,15.18,4.58,17.76,6.69,2607.46
2967,1.71,3.08,4.4,14.65,4.81,502.33
2968,2.72,3.09,4.15,9.32,3.1,4777.36
2969,1.72,26.57,4.15,15.07,2.21,1445.67
2970,3.47,13.86,4.86,1.06,7.33,4379.23
2971,2.7,4.8,5.26,8.08,4.84,917.97
2972,1.35,13.55,5.75,13.49,8.54,947.97
2973,3.38,6.28,5.73,5.01,6.72,2293.14
2974,2.73,28.15,4.83,11.99,5.0,1235.8
2975,3.6,6.86,4.02,13.41,7.56,2740.47
2976,4.59,3.26,5.54,3.01,4.98,712.61
2977,1.4,21.26,4.94,22.78,2.28,2442.7
2978,1.93,27.62,4.08,11.06,6.24,3279.6
2979,1.36,5.02,5.48,11.72,6.66,1295.24
2980,2.21,12.48,5.3,10.28,3.12,2876.4
2981,2.69,18.54,5.61,10.13,3.35,2521.25
2982,3.09,26.96,5.77,12.22,4.04,2690.03
2983,4.64,24.81,4.13,22.79,4.27,2933.18
2984,1.39,27.85,4.51,6.73,4.08,738.77
2985,3.07,26.77,5.89,14.66,2.78,1802.56
2986,3.51,27.68,5.08,12.26,7.55,4768.09
2987,3.82,21.34,4.89,2.44,3.58,4811.02
2988,3.77,13.56,4.02,5.72,5.35,4834.51
2989,1.71,2.12,5.78,6.14,7.52,834.18
2990,4.48,29.73,5.97,15.41,6.69,4081.84
2991,1.6,29.18,4.22,10.87,5.75,826.25
2992,4.03,3.37,4.41,13.85,3.44,1178.73
2993,3.26,12.67,5.45,12.86,2.04,3598.89
2994,2.24,4.87,5.42,11.79,6.46,845.3
2995,1.01,29.31,4.25,12.48,3.97,2919.86
2996,2.74,10.48,5.84,13.43,8.99,944.71
2997,4.92,16.51,5.98,9.28,6.61,819.56
2998,4.33,27.25,5.85,21.7,4.1,2399.41
2999,3.04,18.4,5.42,8.16,5.64,3828.12
3000,2.03,3.05,5.92,10.91,7.94,526.56
3001,1.49,17.86,5.25,3.78,4.32,3650.58
3002,2.36,21.75,4.22,4.83,5.78,3861.4
3003,2.98,8.5,5.5,7.12,4.2,4475.41
3004,1.29,29.25,5.32,10.79,3.17,4196.08
3005,1.41,8.74,4.42,15.33,7.88,4307.45
3006,3.95,3.37,5.16,20.56,7.88,3390.52
3007,4.65,15.04,5.02,5.45,3.03,676.7
3008,3.36,6.21,4.19,5.22,4.74,4304.53
3009,4.34,4.8,5.48,2.83,8.39,636.48
3010,1.82,21.71,5.25,3.24,7.83,4325.33
3011,4.64,12.71,5.53,21.83,7.48,1037.53
3012,3.01,7.79,4.71,10.17,4.64,2058.58
3013,3.79,12.95,5.47,17.23,7.57,4821.24
3014,4.64,22.24,5.55,13.89,3.39,4093.7
3015,4.99,15.84,5.12,20.91,2.49,3188.67
3016,2.46,23.16,5.67,13.72,7.82,3369.24
3017,1.86,8.96,5.02,3.56,4.75,2920.12
3018,2.99,18.73,4.28,19.51,5.24,4458.92
3019,1.86,15.78,5.44,5.81,4.79,1622.75
3020,3.47,15.23,4.35,14.51,8.81,1559.37
3021,4.48,17.17,5.69,17.78,8.92,2173.91
3022,3.52,11.32,4.18,1.66,3.95,709.32
3023,3.85,7.69,5.29,9.07,7.28,602.02
3024,2.47,4.51,5.0,12.76,8.92,1476.64
3025,1.71,9.56,5.99,19.92,7.86,2344.52
3026,1.69,15.92,5.13,14.29,6.74,2998.25
3027,1.99,4.93,4.58,13.39,3.49,2246.72
3028,1.68,27.28,4.41,13.29,4.61,1642.66
3029,2.56,2.42,5.95,22.74,4.51,4795.93
3030,1.04,2.11,4.23,20.12,7.54,4306.85
3031,2.51,13.31,5.37,21.16,4.05,590.71
3032,4.19,4.93,4.86,15.35,3.2,650.87
3033,2.04,10.25,5.04,16.14,3.3,3249.3
3034,2.66,11.8,5.26,11.67,2.78,1475.03
3035,2.49,5.85,4.9,14.08,6.99,1697.47
3036,1.5,13.5,4.94,7.54,7.61,2943.36
3037,4.33,26.75,5.1,6.81,3.67,906.1
3038,2.96,24.52,5.58,20.23,5.04,3119.66
3039,3.47,4.88,5.2,13.51,5.6,2866.49
3040,3.25,26.51,5.87,15.45,6.22,4739.97
3041,2.55,8.44,4.34,6.67,7.48,4356.11
3042,4.48,20.75,5.07,19.37,6.63,3044.01
3043,4.83,7.41,5.44,11.75,7.12,2456.74
3044,2.33,21.43,5.81,2.97,8.77,1537.13
3045,2.49,10.76,4.64,21.43,2.59,2708.8
3046,1.51,5.18,5.95,3.18,2.48,4188.59
3047,3.17,2.99,4.88,7.63,6.81,2281.14
3048,1.97,8.18,5.48,2.6,8.05,4331.4
3049,2.17,28.66,4.64,15.64,4.51,3962.22
3050,2.63,21.77,5.33,3.9,8.65,1975.83
3051,1.9,22.42,4.29,13.12,5.72,3426.26
3052,3.77,24.89,4.77,15.21,5.51,3757.27
3053,2.23,25.34,4.03,12.12,6.5,4044.11
3054,4.65,23.37,5.88,6.28,8.12,3479.0
3055,3.24,5.51,5.9,8.37,3.62,654.98
3056,2.64,20.09,5.43,3.97,5.22,4491.9
3057,1.35,19.75,5.02,5.3,3.8,2369.73
3058,2.48,2.75,5.15,8.62,6.78,4962.45
3059,3.03,3.05,5.46,11.08,8.26,4965.34
3060,2.03,13.47,4.63,18.98,4.62,3602.19
3061,3.19,15.62,5.26,14.46,5.79,2215.75
3062,3.41,14.05,5.46,9.81,6.56,863.24
3063,4.33,4.66,4.53,2.79,7.17,914.3
3064,1.34,10.55,4.29,16.15,5.66,512.08
3065,1.25,8.54,4.84,21.55,2.51,4081.02
3066,3.44,26.81,5.1,1.25,4.72,3011.25
3067,4.79,10.21,5.89,16.86,4.08,3456.68
3068,4.24,6.65,5.1,19.24,4.01,1341.34
3069,4.45,20.33,4.26,3.21,4.99,3232.02
3070,4.41,3.81,5.68,15.19,6.97,1438.93
3071,4.49,13.56,5.56,14.0,3.23,869.65
3072,2.12,23.31,5.46,5.68,8.55,4794.0
3073,1.19,7.46,5.91,5.91,3.27,512.25
3074,2.06,7.45,5.38,22.55,5.21,2076.41
3075,4.03,27.31,5.08,14.65,6.84,1368.26
3076,4.51,29.06,4.38,5.67,2.68,1390.59
3077,1.37,14.59,5.74,15.74,2.27,1732.48
3078,3.71,9.77,4.72,6.12,2.51,641.33
3079,2.27,21.89,5.66,6.22,2.85,3447.98
3080,4.22,27.02,4.2,2.36,6.22,3191.03
3081,1.47,15.41,4.89,5.78,8.99,4820.3
3082,1.33,19.43,4.81,19.0,6.69,3160.04
3083,1.65,8.97,4.11,21.57,8.81,2074.22
3084,2.95,20.64,5.53,12.45,5.11,1228.09
3085,3.86,27.3,5.19,5.79,8.83,757.95
3086,1.79,3.78,5.74,11.1,5.03,2671.25
3087,1.33,23.6,4.67,7.42,5.54,3243.4
3088,2.48,7.38,5.82,5.98,3.07,2156.74
3089,4.84,5.42,5.12,13.91,4.05,3356.46
3090,3.72,29.43,4.49,13.71,2.23,1338.78
3091,2.33,16.69,5.42,10.55,6.49,897.61
3092,1.11,12.85,5.48,8.07,8.81,1544.02
3093,1.44,21.22,5.7,8.07,4.85,627.62
3094,4.84,13.52,4.89,9.41,3.06,4679.56
3095,4.16,6.49,5.81,9.11,2.48,1323.43
3096,4.63,27.88,5.72,3.89,8.18,2296.74
3097,1.54,24.49,5.8,16.12,3.16,4648.68
3098,2.07,19.57,4.02,11.39,8.57,1754.17
3099,4.81,3.72,5.34,20.93,2.69,4090.62
3100,1.58,6.1,5.23,21.97,2.05,4543.46
